episode,total_reward,avg_reward_per_drone,avg_pdr,avg_delay_ms,avg_hop,avg_trust,avg_disconnect,avg_detection
22,-10250.9116,-1025.0912,0.1536,205.6640,1.3817,0.3393,0.6441,0.2583
10,-7476.3209,-747.6321,0.1611,196.3933,1.3897,0.3486,0.6063,0.2550
11,-14566.7844,-1456.6784,0.1422,205.9760,1.1535,0.3314,0.6407,0.2483
23,-16610.4277,-1661.0428,0.1465,204.9691,1.1175,0.3375,0.6396,0.2550
12,-4748.2132,-474.8213,0.1545,196.0894,1.8702,0.3496,0.6033,0.2683
24,-10347.8192,-1034.7819,0.1521,205.2069,1.2541,0.3424,0.6411,0.2600
13,-12026.6764,-1202.6676,0.1652,201.7662,1.3660,0.3390,0.6326,0.2633
25,-4119.1344,-411.9134,0.1642,195.6983,1.3970,0.3556,0.6052,0.2583
14,-7600.7300,-760.0730,0.1566,196.7690,1.3042,0.3441,0.6081,0.2467
26,-4109.0391,-410.9039,0.1749,193.4070,1.4035,0.3583,0.6000,0.2583
15,-11225.7075,-1122.5708,0.1950,187.2231,1.1777,0.3616,0.5789,0.2500
16,-11703.5499,-1170.3550,0.1666,199.3440,1.2791,0.3431,0.6226,0.2550
27,-9942.2247,-994.2225,0.1680,196.7996,1.2376,0.3532,0.6111,0.2633
17,-23098.3362,-2309.8336,0.1642,197.7077,1.1395,0.3454,0.6152,0.2450
28,-13454.2379,-1345.4238,0.1620,197.4945,1.1934,0.3482,0.6126,0.2550
18,-16105.0431,-1610.5043,0.1496,202.3982,1.0910,0.3388,0.6281,0.2617
29,-9347.9771,-934.7977,0.1575,200.6146,1.3490,0.3445,0.6241,0.2583
19,-8848.1095,-884.8110,0.1523,201.0282,1.3627,0.3411,0.6244,0.2483
30,-7064.7458,-706.4746,0.1596,203.8369,1.2858,0.3437,0.6374,0.2650
20,-7824.8471,-782.4847,0.1548,204.0458,1.3997,0.3362,0.6374,0.2417
31,-5139.1325,-513.9133,0.1710,195.9171,1.3321,0.3561,0.6100,0.2650
32,-6020.2592,-602.0259,0.1557,201.5424,1.3566,0.3447,0.6274,0.2667
33,-5322.3385,-532.2339,0.1682,196.4896,1.3971,0.3548,0.6115,0.2667
34,-7503.9223,-750.3922,0.1564,200.7914,1.2508,0.3463,0.6248,0.2650
35,-4557.3825,-455.7382,0.1569,200.2995,1.4310,0.3478,0.6237,0.2567
36,-6975.5866,-697.5587,0.1530,201.3598,1.4239,0.3437,0.6267,0.2467
37,-7103.8110,-710.3811,0.1578,199.3485,1.3968,0.3428,0.6185,0.2500
38,-6879.3535,-687.9354,0.1669,199.0908,1.3534,0.3488,0.6200,0.2567
39,-6244.2219,-624.4222,0.1686,197.4778,1.3038,0.3533,0.6156,0.2583
40,-6143.9369,-614.3937,0.1592,201.1231,1.3755,0.3489,0.6270,0.2650
41,-7142.9481,-714.2948,0.1530,202.5249,1.2561,0.3438,0.6315,0.2583
42,-9282.2317,-928.2232,0.1506,204.2237,1.2067,0.3390,0.6381,0.2583
43,-9859.2600,-985.9260,0.1477,205.1133,1.2475,0.3376,0.6407,0.2583
44,-9521.2825,-952.1283,0.1559,203.7111,1.2492,0.3436,0.6367,0.2600
45,-6513.7718,-651.3772,0.1425,205.6021,1.3314,0.3367,0.6415,0.2550
46,-5696.4819,-569.6482,0.1482,204.7151,1.4275,0.3404,0.6385,0.2533
47,-12478.5525,-1247.8552,0.1456,203.4874,1.4853,0.3380,0.6315,0.2633
48,-12838.6823,-1283.8682,0.1477,205.6015,1.5536,0.3384,0.6407,0.2617
49,-11770.3377,-1177.0338,0.1491,203.4811,1.3982,0.3408,0.6337,0.2583
50,-12763.6192,-1276.3619,0.1464,204.0764,1.4087,0.3378,0.6356,0.2500
51,-12434.4775,-1243.4478,0.1499,205.0306,1.2059,0.3417,0.6396,0.2650
52,-13125.2980,-1312.5298,0.1450,204.7694,1.2529,0.3371,0.6378,0.2567
53,-12719.2243,-1271.9224,0.1510,203.0176,1.3813,0.3420,0.6311,0.2667
54,-13115.1554,-1311.5155,0.1522,202.8024,1.2736,0.3410,0.6315,0.2583
55,-4819.9560,-481.9956,0.1661,199.0898,1.3508,0.3526,0.6219,0.2650
56,-4820.4018,-482.0402,0.1640,198.0593,1.5305,0.3535,0.6159,0.2650
57,-12982.5297,-1298.2530,0.1579,203.4269,1.0753,0.3431,0.6370,0.2650
58,-8730.2274,-873.0227,0.1585,199.4846,1.3899,0.3495,0.6200,0.2633
59,-8400.2790,-840.0279,0.1632,198.4983,1.2294,0.3521,0.6174,0.2717
60,-10678.6535,-1067.8653,0.1580,200.0734,1.3677,0.3490,0.6211,0.2717
61,-8102.5914,-810.2591,0.1615,197.7668,1.2625,0.3519,0.6133,0.2700
62,-8989.8586,-898.9859,0.1630,196.9558,1.3036,0.3544,0.6100,0.2650
63,-8341.0384,-834.1038,0.1638,195.5455,1.5353,0.3578,0.6044,0.2717
64,-12879.7508,-1287.9751,0.1622,198.5175,1.3312,0.3519,0.6170,0.2650
65,-11470.7965,-1147.0796,0.1651,200.3656,1.2865,0.3534,0.6244,0.2733
66,-12925.3113,-1292.5311,0.1647,197.2673,1.3371,0.3538,0.6130,0.2650
67,-13479.7190,-1347.9719,0.1707,196.4152,1.2881,0.3590,0.6093,0.2800
68,-12389.0763,-1238.9076,0.1665,194.4220,1.2963,0.3564,0.6015,0.2683
69,-8382.2017,-838.2202,0.1644,200.7075,1.3286,0.3534,0.6270,0.2750
70,-8907.0159,-890.7016,0.1661,198.9224,1.1935,0.3573,0.6200,0.2783
71,-12240.9057,-1224.0906,0.1566,200.1906,1.2602,0.3477,0.6226,0.2617
72,-12902.8339,-1290.2834,0.1641,198.0437,1.2864,0.3513,0.6163,0.2633
73,-7868.2374,-786.8237,0.1545,201.3919,1.3525,0.3453,0.6274,0.2633
74,-7405.7700,-740.5770,0.1868,187.3814,1.2962,0.3734,0.5774,0.2817
75,-5944.1564,-594.4156,0.1747,194.1289,1.2815,0.3597,0.6019,0.2817
76,-7274.6984,-727.4698,0.1774,192.6059,1.2034,0.3618,0.5978,0.2783
77,-2912.3445,-291.2345,0.1757,199.5857,1.3946,0.3539,0.6263,0.2783
1,1191.8105,119.1811,0.3939,51.1673,1.0570,0.6138,0.0633,0.7850
2,1588.1874,158.8187,0.4068,45.3536,1.0377,0.6301,0.0419,0.8383
3,1443.1809,144.3181,0.4191,43.7058,1.0377,0.6375,0.0419,0.8517
4,1344.0953,134.4095,0.4272,43.3802,1.0390,0.6414,0.0433,0.8967
5,1735.3990,173.5399,0.4409,36.7648,1.0157,0.6587,0.0174,0.9283
6,-2013.0022,-201.3002,0.2666,132.9219,1.6234,0.4813,0.3704,0.4900
7,-8676.8836,-867.6884,0.1706,197.3762,1.3542,0.3517,0.6137,0.2550
8,-3284.6829,-328.4683,0.1465,200.7283,1.6127,0.3420,0.6196,0.2367
9,-13108.5687,-1310.8569,0.1902,184.2517,1.2009,0.3679,0.5637,0.2417
10,-10120.1041,-1012.0104,0.1461,201.5167,1.3841,0.3402,0.6244,0.2500
11,-19912.3581,-1991.2358,0.1635,197.1211,1.3475,0.3464,0.6111,0.2367
12,-15145.2406,-1514.5241,0.1600,196.7520,1.1177,0.3398,0.6093,0.2333
13,-18261.4614,-1826.1461,0.1591,201.2866,1.2126,0.3394,0.6281,0.2483
14,-16376.5891,-1637.6589,0.1590,201.7878,1.1917,0.3440,0.6285,0.2350
15,-10577.1455,-1057.7145,0.1500,203.3227,1.2989,0.3398,0.6330,0.2517
16,-7763.0561,-776.3056,0.1437,205.1339,1.6092,0.3382,0.6393,0.2517
17,-16254.0244,-1625.4024,0.1747,195.3565,1.1573,0.3598,0.6067,0.2650
18,-17843.0602,-1784.3060,0.1767,197.7545,1.0987,0.3483,0.6174,0.2550
19,-6830.6877,-683.0688,0.1503,204.4855,1.4481,0.3428,0.6374,0.2600
20,-17271.0153,-1727.1015,0.1798,192.9248,1.1997,0.3555,0.5978,0.2467
21,-12100.4511,-1210.0451,0.1497,206.9955,1.1373,0.3400,0.6515,0.2500
22,-17654.5331,-1765.4533,0.1615,198.5259,1.3719,0.3469,0.6159,0.2467
23,-18607.3567,-1860.7357,0.1658,196.4005,1.3518,0.3546,0.6081,0.2583
24,-12865.8698,-1286.5870,0.1428,206.5885,1.3333,0.3380,0.6433,0.2433
25,-12762.0772,-1276.2077,0.1396,207.5951,1.3308,0.3348,0.6474,0.2300
26,-13104.2999,-1310.4300,0.1280,211.9289,1.5398,0.3257,0.6630,0.2300
1,1328.7536,132.8754,0.4084,45.8683,1.0413,0.6285,0.0459,0.8683
2,1584.6380,158.4638,0.4500,37.8397,1.0217,0.6643,0.0241,0.9433
3,1676.2049,167.6205,0.4379,38.0477,1.0230,0.6551,0.0256,0.8950
4,1338.7340,133.8734,0.3912,62.1933,1.0970,0.6053,0.1078,0.7533
5,1308.4538,130.8454,0.4108,64.0645,1.1073,0.6107,0.1193,0.7600
27,-8459.2216,-845.9222,0.1327,212.0836,1.3922,0.3285,0.6641,0.2383
6,-5139.1509,-513.9151,0.2586,140.7073,1.3338,0.4715,0.4011,0.4850
28,-10704.4749,-1070.4475,0.1367,210.5959,1.4801,0.3299,0.6593,0.2367
7,-13998.3386,-1399.8339,0.1728,190.9372,1.2874,0.3554,0.5874,0.2400
8,-12725.3323,-1272.5332,0.1752,188.0641,1.2016,0.3606,0.5752,0.2367
29,-8340.7505,-834.0751,0.1359,211.0200,1.7813,0.3287,0.6600,0.2400
9,-6774.5075,-677.4508,0.1505,197.6046,1.3960,0.3443,0.6089,0.2367
30,-15828.9573,-1582.8957,0.1527,206.3556,1.5870,0.3343,0.6463,0.2467
10,-12996.6272,-1299.6627,0.1508,204.1614,1.2196,0.3375,0.6374,0.2433
31,-18582.8149,-1858.2815,0.1438,209.2867,1.0943,0.3293,0.6578,0.2450
11,-16494.8043,-1649.4804,0.1738,192.8668,1.1287,0.3569,0.5970,0.2567
32,-22148.0826,-2214.8083,0.1709,204.7666,1.0691,0.3349,0.6459,0.2367
12,-7230.8384,-723.0838,0.1445,207.0415,1.2359,0.3362,0.6463,0.2517
13,-16457.9219,-1645.7922,0.1782,192.0307,1.2089,0.3538,0.5941,0.2400
33,-15884.6241,-1588.4624,0.1539,204.5616,1.3957,0.3326,0.6389,0.2267
14,-7345.5193,-734.5519,0.1442,205.7516,1.6760,0.3320,0.6411,0.2333
34,-10263.3997,-1026.3400,0.1393,206.3931,1.2598,0.3335,0.6444,0.2317
15,-11850.7715,-1185.0772,0.1543,199.5510,1.1802,0.3420,0.6185,0.2483
35,-12177.6879,-1217.7688,0.1631,197.6072,1.2664,0.3481,0.6122,0.2383
16,-10267.1123,-1026.7112,0.1419,208.3140,1.3135,0.3284,0.6515,0.2283
36,-9520.3766,-952.0377,0.1454,205.9604,1.3065,0.3356,0.6448,0.2417
17,-11350.1690,-1135.0169,0.1462,204.5790,1.2486,0.3333,0.6370,0.2367
18,-10433.4057,-1043.3406,0.1546,202.3682,1.2682,0.3400,0.6296,0.2400
37,-13159.9335,-1315.9933,0.1619,202.1105,1.1604,0.3445,0.6315,0.2433
38,-11010.1711,-1101.0171,0.1376,209.0043,1.3792,0.3300,0.6541,0.2383
19,-10261.5281,-1026.1528,0.1559,206.3337,1.2415,0.3361,0.6478,0.2433
20,-11755.3419,-1175.5342,0.1280,211.9881,1.1749,0.3201,0.6622,0.2200
1,1612.3144,161.2314,0.4283,42.1668,1.0357,0.6460,0.0396,0.8667
2,1343.8296,134.3830,0.3939,51.3279,1.0640,0.6193,0.0667,0.8383
3,1314.7816,131.4782,0.3738,57.1921,1.0743,0.5972,0.0826,0.7250
4,1389.1192,138.9119,0.3976,51.3045,1.0563,0.6204,0.0626,0.8150
5,1702.6761,170.2676,0.4466,35.5676,1.0153,0.6632,0.0170,0.9283
21,-11106.9666,-1110.6967,0.1279,213.3887,2.2204,0.3188,0.6670,0.2217
6,-5066.7849,-506.6785,0.2662,135.8626,1.2190,0.4806,0.3819,0.4933
22,-11068.0121,-1106.8012,0.1206,216.3123,1.5686,0.3165,0.6781,0.2233
7,-11074.9101,-1107.4910,0.1823,184.9744,1.2718,0.3704,0.5648,0.2817
8,-1435.1151,-143.5115,0.1965,166.7618,1.7422,0.3975,0.4933,0.2717
23,-9253.1191,-925.3119,0.1231,216.5706,1.3156,0.3167,0.6807,0.2183
9,-14533.2875,-1453.3287,0.1671,199.5586,1.1670,0.3455,0.6226,0.2600
24,-10608.4344,-1060.8434,0.1277,213.6042,1.3593,0.3211,0.6704,0.2233
10,-16945.4886,-1694.5489,0.1546,202.8119,1.1231,0.3346,0.6319,0.2367
25,-3856.7588,-385.6759,0.1316,212.5225,1.5598,0.3246,0.6656,0.2250
11,-15272.4444,-1527.2444,0.1543,203.4484,1.2666,0.3390,0.6341,0.2433
12,-10864.2208,-1086.4221,0.1549,204.0854,1.4333,0.3382,0.6370,0.2317
26,-10163.8681,-1016.3868,0.1284,212.1304,1.4543,0.3244,0.6626,0.2333
13,-8838.1281,-883.8128,0.1598,197.1507,1.3933,0.3443,0.6107,0.2333
27,-11861.1761,-1186.1176,0.1387,207.0837,1.2857,0.3306,0.6448,0.2300
1,1672.5598,167.2560,0.4156,41.1236,1.0243,0.6418,0.0270,0.8967
2,1372.9184,137.2918,0.3931,56.3693,1.0793,0.6103,0.0867,0.7850
3,1338.0347,133.8035,0.4370,43.4287,1.0400,0.6538,0.0444,0.8867
4,1595.0072,159.5007,0.4125,40.3833,1.0210,0.6395,0.0233,0.9250
5,1533.7540,153.3754,0.4121,47.8156,1.0487,0.6317,0.0541,0.8133
14,-13548.8147,-1354.8815,0.1585,201.3590,1.3664,0.3394,0.6274,0.2300
28,-7904.7448,-790.4745,0.1332,211.7220,1.3593,0.3253,0.6637,0.2333
6,-3041.6030,-304.1603,0.2798,128.6536,1.3173,0.4952,0.3578,0.5200
7,-3939.7512,-393.9751,0.1610,193.0560,1.3070,0.3565,0.5933,0.2650
29,-5655.8993,-565.5899,0.1383,206.1815,1.5141,0.3353,0.6419,0.2433
8,-16619.1958,-1661.9196,0.1340,208.5934,1.0822,0.3234,0.6511,0.2250
30,-6969.9780,-696.9978,0.1416,207.1083,1.2961,0.3353,0.6467,0.2483
9,-12113.4543,-1211.3454,0.1425,205.5982,1.2357,0.3339,0.6400,0.2333
31,-8942.3314,-894.2331,0.1476,202.0912,1.3274,0.3441,0.6281,0.2500
10,-14773.6192,-1477.3619,0.1325,214.1187,1.1356,0.3178,0.6722,0.2233
11,-10190.7642,-1019.0764,0.1458,206.2226,1.1349,0.3318,0.6437,0.2317
32,-7722.2787,-772.2279,0.1462,204.3722,1.4499,0.3415,0.6378,0.2550
12,-7784.1145,-778.4115,0.1404,201.5432,1.3965,0.3384,0.6230,0.2283
33,-9372.3404,-937.2340,0.1659,198.3596,1.3778,0.3536,0.6159,0.2517
13,-21495.1640,-2149.5164,0.1570,206.1344,1.1340,0.3296,0.6470,0.2300
34,-6192.2803,-619.2280,0.1548,201.3406,1.3986,0.3456,0.6270,0.2517
14,-14996.2173,-1499.6217,0.1424,211.2666,1.3093,0.3251,0.6648,0.2233
35,-7268.0616,-726.8062,0.1421,204.6506,1.3179,0.3397,0.6359,0.2467
15,-13879.7311,-1387.9731,0.1558,206.5340,1.1670,0.3345,0.6500,0.2283
1,1368.4875,136.8487,0.4035,51.4250,1.0577,0.6219,0.0641,0.8450
2,1509.0004,150.9000,0.4081,45.2538,1.0387,0.6314,0.0430,0.8800
3,1396.3566,139.6357,0.3999,56.1373,1.0800,0.6158,0.0863,0.8567
4,1403.7902,140.3790,0.4021,51.9342,1.0630,0.6225,0.0700,0.7717
5,1559.0692,155.9069,0.4477,37.9922,1.0247,0.6631,0.0274,0.9167
6,-5550.8657,-555.0866,0.2450,144.1285,1.1643,0.4579,0.4115,0.4550
1,1406.1881,140.6188,0.3918,49.8991,1.0477,0.6165,0.0530,0.7800
2,1255.5023,125.5502,0.3863,67.4607,1.1207,0.6003,0.1293,0.7183
3,1659.8173,165.9817,0.4306,36.5308,1.0127,0.6503,0.0141,0.9150
4,1398.3281,139.8328,0.4117,48.5046,1.0523,0.6266,0.0581,0.8500
7,-3417.4820,-341.7482,0.1722,190.2588,1.8970,0.3589,0.5841,0.2700
5,1667.3735,166.7373,0.4586,36.7255,1.0203,0.6666,0.0226,0.9433
8,-8315.7864,-831.5786,0.1783,189.0075,1.2301,0.3620,0.5811,0.2600
6,-5237.1933,-523.7193,0.2588,142.0908,1.2949,0.4747,0.4070,0.5000
9,-10247.4699,-1024.7470,0.1886,177.7466,1.1922,0.3734,0.5389,0.2500
7,-8701.6170,-870.1617,0.1642,193.6995,1.2459,0.3596,0.5963,0.2700
10,-6812.8447,-681.2845,0.1870,190.8110,1.2038,0.3598,0.5900,0.2683
8,-7551.6407,-755.1641,0.1540,197.1012,1.3312,0.3487,0.6070,0.2600
1,860.6621,86.0662,0.3347,80.4617,1.1573,0.5524,0.1678,0.5317
2,1386.8543,138.6854,0.4092,53.9334,1.0713,0.6218,0.0793,0.8217
3,1458.5806,145.8581,0.3989,51.0446,1.0577,0.6161,0.0641,0.8233
4,1323.5041,132.3504,0.3945,55.1190,1.0767,0.6150,0.0822,0.8050
5,1524.5459,152.4546,0.4098,43.1338,1.0287,0.6353,0.0319,0.8567
11,-12433.5470,-1243.3547,0.1524,200.1153,1.1765,0.3431,0.6207,0.2617
9,-3360.1996,-336.0200,0.1593,192.7298,1.7601,0.3538,0.5911,0.2650
6,-2859.4329,-285.9433,0.2521,140.7482,1.8376,0.4713,0.3993,0.4817
10,-8488.0368,-848.8037,0.1682,197.7790,1.3857,0.3511,0.6141,0.2667
12,-16854.5064,-1685.4506,0.1727,193.5571,1.2613,0.3509,0.5989,0.2500
7,-5569.8482,-556.9848,0.1716,188.6193,1.6183,0.3623,0.5770,0.2650
13,-9187.4733,-918.7473,0.1413,208.7955,1.2551,0.3292,0.6537,0.2350
11,-10339.4428,-1033.9443,0.1615,194.7548,1.2780,0.3512,0.5996,0.2450
8,-17035.8604,-1703.5860,0.1568,202.4469,1.1407,0.3376,0.6330,0.2417
12,-9476.2430,-947.6243,0.1485,207.2029,1.3479,0.3316,0.6489,0.2383
14,-4580.5187,-458.0519,0.1463,199.8968,1.4817,0.3424,0.6178,0.2350
9,-6935.0143,-693.5014,0.1433,201.0909,2.1589,0.3392,0.6204,0.2517


14,-12618.6669,-1261.8667,0.1639,195.6373,1.2848,0.3496,0.6059,0.2317
16,-10294.1456,-1029.4146,0.1530,203.1920,1.2153,0.3344,0.6352,0.2283
11,-7268.5550,-726.8555,0.1772,192.4201,1.2413,0.3591,0.5952,0.2567

17,-13743.1266,-1374.3127,0.1602,198.7131,1.1058,0.3450,0.6178,0.2533
16,-13325.4532,-1332.5453,0.1492,206.1538,1.2367,0.3300,0.6474,0.2267
12,-9987.7436,-998.7744,0.1588,202.7915,1.2919,0.3373,0.6322,0.2250
13,-9448.2095,-944.8210,0.1580,201.5178,1.3294,0.3340,0.6281,0.2100
17,-9070.2547,-907.0255,0.1333,210.5948,1.4740,0.3213,0.6589,0.2167
18,-18828.9527,-1882.8953,0.1644,202.9496,1.2971,0.3399,0.6378,0.2533
