episode,total_reward,avg_reward_per_drone,avg_pdr,avg_delay_ms,avg_hop,avg_trust,avg_disconnect,avg_detection
179,-5807.8051,-580.7805,0.0875,250.0016,1.1341,0.2637,0.8130,0.1550
130,-4354.1573,-435.4157,0.1068,239.8123,1.1068,0.2806,0.7752,0.1600
214,-4602.6727,-460.2673,0.0868,249.9680,1.2338,0.2631,0.8126,0.1467
101,-6566.5335,-656.6533,0.0970,239.8049,1.1523,0.2776,0.7719,0.1600
180,-6185.0437,-618.5044,0.1257,232.1899,1.1658,0.2850,0.7485,0.1517
131,-7969.7611,-796.9761,0.0901,247.4341,1.1239,0.2647,0.8026,0.1517
215,-6578.9021,-657.8902,0.1072,238.2434,1.1694,0.2791,0.7685,0.1567
102,-6030.8434,-603.0843,0.0945,243.3688,1.1079,0.2690,0.7863,0.1533
181,-6178.8284,-617.8828,0.1042,242.6610,1.1360,0.2736,0.7867,0.1617
132,-4760.4146,-476.0415,0.0922,245.0945,1.1327,0.2713,0.7933,0.1517
216,-5799.7700,-579.9770,0.0770,249.9061,1.7718,0.2634,0.8085,0.1500
103,-3957.5808,-395.7581,0.1311,230.5698,1.0802,0.2863,0.7433,0.1583
182,-5555.9444,-555.5944,0.0804,251.2896,1.1607,0.2632,0.8159,0.1467
133,-6926.0188,-692.6019,0.0835,251.9050,1.3902,0.2594,0.8196,0.1483
217,-4233.5196,-423.3520,0.1166,233.2645,1.1986,0.2824,0.7504,0.1583
104,-6320.7093,-632.0709,0.0779,253.1751,1.1976,0.2635,0.8233,0.1617
183,-6228.8901,-622.8890,0.0815,252.4678,1.1243,0.2593,0.8215,0.1483
134,-5767.0019,-576.7002,0.1072,237.1726,1.3048,0.2776,0.7637,0.1533
218,-5343.1601,-534.3160,0.0936,246.9840,1.1603,0.2660,0.8019,0.1500
105,-6346.2000,-634.6200,0.1318,227.3196,1.1124,0.2915,0.7296,0.1517
184,-3974.2700,-397.4270,0.1314,220.8511,1.4678,0.3068,0.7007,0.1733
135,-3829.2952,-382.9295,0.1430,222.5510,1.1350,0.3022,0.7122,0.1617
219,-5547.6167,-554.7617,0.1227,226.5337,1.1785,0.2917,0.7230,0.1533
185,-5937.8104,-593.7810,0.0974,245.3227,1.2533,0.2703,0.7959,0.1550
106,-4747.7101,-474.7710,0.0959,245.9648,1.1530,0.2674,0.7981,0.1450
136,-5017.3087,-501.7309,0.1178,235.4586,1.1133,0.2841,0.7600,0.1617
220,-7311.2273,-731.1227,0.0975,244.4770,1.0760,0.2709,0.7922,0.1500
186,-5776.4163,-577.6416,0.0887,245.5627,1.1224,0.2720,0.7941,0.1583
107,-6543.9505,-654.3950,0.1036,241.3409,1.2133,0.2719,0.7807,0.1583
137,-5717.2906,-571.7291,0.1050,237.0147,1.1798,0.2769,0.7622,0.1433
187,-4731.2843,-473.1284,0.1365,231.1067,1.1207,0.2894,0.7474,0.1583
108,-7332.7135,-733.2714,0.1120,236.4886,1.1348,0.2834,0.7626,0.1667
138,-4578.6849,-457.8685,0.0954,245.7166,1.1699,0.2710,0.7967,0.1617
109,-6165.4750,-616.5475,0.0945,242.5521,1.2299,0.2768,0.7830,0.1600
188,-7279.1099,-727.9110,0.0949,245.9324,1.1287,0.2693,0.7978,0.1517
139,-5147.2960,-514.7296,0.1365,221.9792,1.1633,0.3057,0.7081,0.1600
110,-7030.0821,-703.0082,0.0784,251.5781,1.1909,0.2612,0.8167,0.1467
189,-5030.7353,-503.0735,0.0973,246.3690,1.1146,0.2677,0.8004,0.1550
140,-8075.9409,-807.5941,0.0755,255.8659,1.1405,0.2540,0.8341,0.1433
111,-5093.8201,-509.3820,0.0987,244.2278,1.1366,0.2692,0.7919,0.1467
190,-5181.9092,-518.1909,0.0837,250.2442,1.0713,0.2617,0.8126,0.1450
141,-4684.2410,-468.4241,0.1109,238.9005,1.1441,0.2753,0.7726,0.1450
112,-6724.8690,-672.4869,0.1481,222.4620,1.0957,0.3016,0.7141,0.1583
191,-5854.5962,-585.4596,0.1217,233.5656,1.1238,0.2854,0.7530,0.1517
142,-3685.2236,-368.5224,0.1271,225.9794,1.1703,0.3044,0.7219,0.1817
113,-4772.7436,-477.2744,0.1161,236.8118,1.0650,0.2748,0.7656,0.1467
192,-5713.5888,-571.3589,0.0876,248.9577,1.1570,0.2640,0.8085,0.1483
143,-6163.1317,-616.3132,0.0802,252.1593,1.1759,0.2588,0.8196,0.1450
114,-5247.6763,-524.7676,0.0800,251.9996,1.2118,0.2636,0.8189,0.1567
193,-5621.7601,-562.1760,0.0722,255.4899,1.1705,0.2569,0.8315,0.1500
115,-6502.6813,-650.2681,0.1071,239.6879,1.1041,0.2760,0.7748,0.1500
144,-4882.9345,-488.2934,0.0959,242.2511,1.1312,0.2753,0.7822,0.1500
194,-6529.8594,-652.9859,0.1027,241.4198,1.1847,0.2710,0.7807,0.1533
116,-5760.9596,-576.0960,0.1153,232.0645,1.2479,0.2852,0.7444,0.1533
145,-7314.4162,-731.4416,0.0853,251.8729,1.0812,0.2604,0.8204,0.1483
195,-4715.3115,-471.5312,0.1127,234.8529,1.2192,0.2866,0.7556,0.1767
117,-6225.7400,-622.5740,0.0666,257.3328,1.2245,0.2568,0.8374,0.1533
146,-6075.3996,-607.5400,0.1084,234.4776,1.1141,0.2825,0.7530,0.1633
196,-4932.9985,-493.2999,0.1137,234.6497,1.1576,0.2848,0.7552,0.1583
118,-6287.8599,-628.7860,0.1302,227.9942,1.0998,0.2895,0.7322,0.1550
147,-4546.4156,-454.6416,0.0947,243.1139,1.1515,0.2729,0.7852,0.1667
119,-6679.6075,-667.9608,0.1401,218.2730,1.2019,0.3076,0.6930,0.1600
197,-8219.9983,-821.9998,0.0973,243.3554,1.0969,0.2704,0.7874,0.1483
148,-6750.5692,-675.0569,0.0865,249.6871,1.0691,0.2634,0.8115,0.1467
120,-6708.7583,-670.8758,0.0875,246.3022,1.1259,0.2657,0.7967,0.1517
198,-4165.9450,-416.5945,0.1092,233.9669,1.5133,0.2865,0.7504,0.1650
149,-6206.1661,-620.6166,0.1000,242.3160,1.1690,0.2728,0.7837,0.1500
121,-7003.2874,-700.3287,0.0813,253.1669,1.1262,0.2599,0.8244,0.1483
199,-5693.8268,-569.3827,0.1081,236.2883,1.1308,0.2842,0.7604,0.1733
150,-7291.3135,-729.1313,0.0995,240.1955,1.1535,0.2719,0.7744,0.1517
122,-5196.1530,-519.6153,0.0886,247.1436,1.1556,0.2664,0.8007,0.1567
200,-7431.1047,-743.1105,0.1528,225.0650,1.1076,0.2967,0.7267,0.1517
151,-6205.6988,-620.5699,0.0857,247.2078,1.1960,0.2702,0.8000,0.1567
123,-4462.9674,-446.2967,0.1154,236.3230,1.1280,0.2878,0.7630,0.1583
201,-5632.2334,-563.2233,0.0851,249.0126,1.2149,0.2634,0.8078,0.1467
124,-4101.3128,-410.1313,0.1074,239.4805,1.1360,0.2767,0.7741,0.1583
152,-4179.6193,-417.9619,0.1411,219.3626,1.4142,0.3056,0.6981,0.1600
202,-6926.3151,-692.6315,0.0782,253.8207,1.1575,0.2579,0.8259,0.1500
125,-5536.3235,-553.6324,0.1120,234.6400,1.0988,0.2804,0.7544,0.1483
153,-5237.2860,-523.7286,0.0865,248.2641,1.2510,0.2667,0.8052,0.1517
203,-5461.5569,-546.1557,0.0932,250.4153,1.0554,0.2601,0.8167,0.1450
126,-5560.6997,-556.0700,0.0780,254.8554,1.1076,0.2562,0.8307,0.1450
154,-3312.7232,-331.2723,0.1418,217.3267,1.1578,0.3079,0.6896,0.1533
204,-5692.4721,-569.2472,0.1040,235.7652,1.2200,0.2801,0.7567,0.1500
127,-3658.6640,-365.8664,0.1283,220.6698,1.2404,0.3089,0.6993,0.1650
155,-4503.7653,-450.3765,0.1193,235.3896,1.0794,0.2820,0.7604,0.1583
128,-4485.8391,-448.5839,0.1185,230.2640,1.1836,0.2879,0.7370,0.1600
205,-6358.9224,-635.8922,0.0756,253.9321,1.1866,0.2613,0.8259,0.1550
156,-6583.8928,-658.3893,0.0751,251.4597,1.1454,0.2623,0.8144,0.1467
129,-6931.2577,-693.1258,0.1029,237.7328,1.1087,0.2764,0.7648,0.1567
206,-4981.8344,-498.1834,0.0858,249.5042,1.1470,0.2657,0.8100,0.1533
157,-4000.8848,-400.0885,0.1286,227.6080,1.1424,0.2975,0.7296,0.1633
130,-5215.2955,-521.5296,0.0815,251.4466,1.1989,0.2626,0.8170,0.1567
207,-5037.8625,-503.7863,0.0968,247.1690,1.1564,0.2667,0.8037,0.1567
158,-6122.2146,-612.2215,0.0936,241.6179,1.1989,0.2728,0.7781,0.1533
131,-6280.0164,-628.0016,0.0809,251.4931,1.1505,0.2645,0.8170,0.1567
208,-4913.2294,-491.3229,0.1006,238.7359,1.2164,0.2794,0.7685,0.1517
132,-5461.4455,-546.1446,0.1052,239.0819,1.2079,0.2788,0.7715,0.1583
159,-5200.9605,-520.0961,0.0875,249.6988,1.1532,0.2654,0.8119,0.1550
209,-5114.2628,-511.4263,0.0994,242.1794,1.1221,0.2732,0.7830,0.1483
133,-6295.3023,-629.5302,0.0774,252.0961,1.1303,0.2628,0.8185,0.1567
160,-6397.9495,-639.7950,0.1093,237.7286,1.1650,0.2762,0.7670,0.1533
210,-8225.2595,-822.5259,0.0755,252.9478,1.1366,0.2595,0.8215,0.1450
134,-5744.8276,-574.4828,0.0848,248.8500,1.0895,0.2660,0.8070,0.1500
161,-4436.3883,-443.6388,0.0839,246.3730,1.2367,0.2692,0.7952,0.1483
135,-6909.5100,-690.9510,0.0896,246.2789,1.1921,0.2681,0.7970,0.1517
211,-5212.1785,-521.2179,0.0973,241.4672,1.1534,0.2751,0.7793,0.1533
162,-5853.0942,-585.3094,0.0662,257.5094,1.1822,0.2558,0.8381,0.1483
136,-6055.6088,-605.5609,0.1373,227.9207,1.1270,0.2981,0.7341,0.1600
212,-5435.3619,-543.5362,0.1002,247.5936,1.1070,0.2643,0.8067,0.1483
163,-6481.7422,-648.1742,0.1116,239.6283,1.1106,0.2779,0.7759,0.1617
137,-5799.0001,-579.9000,0.0809,251.9205,1.2186,0.2613,0.8189,0.1500
213,-8473.1239,-847.3124,0.1056,233.6322,1.1434,0.2792,0.7478,0.1517
164,-5145.7639,-514.5764,0.0979,239.7580,1.1953,0.2747,0.7719,0.1517
138,-5763.7666,-576.3767,0.1151,232.5370,1.1326,0.2886,0.7463,0.1567
214,-5017.2718,-501.7272,0.1006,241.9062,1.1162,0.2716,0.7826,0.1500
165,-4725.8961,-472.5896,0.0887,246.4088,1.1659,0.2693,0.7978,0.1583
139,-6633.2043,-663.3204,0.1118,233.4861,1.2321,0.2846,0.7493,0.1617
215,-5699.1014,-569.9101,0.1198,231.3444,1.1280,0.2925,0.7430,0.1683
140,-6758.0749,-675.8075,0.1118,237.4288,1.1425,0.2789,0.7663,0.1533
166,-7156.0650,-715.6065,0.0865,250.4011,1.1062,0.2606,0.8141,0.1483
216,-6764.9441,-676.4944,0.1019,239.3091,1.1279,0.2770,0.7715,0.1567
141,-4757.2560,-475.7256,0.1050,244.5321,1.1513,0.2685,0.7948,0.1517
167,-6628.8124,-662.8812,0.0980,241.2775,1.1458,0.2759,0.7785,0.1533
217,-5328.5607,-532.8561,0.0894,248.5787,1.1327,0.2642,0.8074,0.1500
142,-4980.8900,-498.0890,0.1039,240.9528,1.1680,0.2780,0.7793,0.1567
168,-5528.5544,-552.8554,0.1106,234.6145,1.1067,0.2821,0.7537,0.1583
143,-6010.8158,-601.0816,0.1095,239.3974,1.2011,0.2764,0.7744,0.1583
218,-6042.3773,-604.2377,0.1063,237.3764,1.1270,0.2802,0.7648,0.1550
169,-8899.7348,-889.9735,0.0897,245.2232,1.0706,0.2663,0.7930,0.1517
144,-5504.9516,-550.4952,0.1051,241.7934,1.1853,0.2762,0.7830,0.1683
219,-6595.3142,-659.5314,0.0710,252.8893,1.2792,0.2601,0.8196,0.1450
170,-5022.8607,-502.2861,0.0953,243.7024,1.3240,0.2731,0.7881,0.1567
145,-6638.2803,-663.8280,0.1038,240.5002,1.1001,0.2755,0.7770,0.1583
220,-5765.1850,-576.5185,0.1049,241.2601,1.1117,0.2715,0.7811,0.1467
171,-5849.7996,-584.9800,0.1080,240.7214,1.1066,0.2765,0.7796,0.1567
146,-6975.4627,-697.5463,0.0813,249.0938,1.1578,0.2657,0.8067,0.1533
147,-5889.0793,-588.9079,0.1154,234.0887,1.1886,0.2884,0.7533,0.1617
172,-6905.5224,-690.5522,0.0858,250.9824,1.1310,0.2656,0.8167,0.1550
148,-4472.3832,-447.2383,0.1195,235.0303,1.1739,0.2804,0.7589,0.1517
173,-4384.8549,-438.4855,0.1104,236.2615,1.0837,0.2820,0.7607,0.1583
149,-7278.8697,-727.8870,0.0720,255.9353,1.0960,0.2572,0.8333,0.1517
150,-4938.2684,-493.8268,0.0888,248.2642,1.1061,0.2691,0.8056,0.1617
174,-5455.6075,-545.5607,0.0810,249.4492,1.2876,0.2674,0.8081,0.1517
151,-6929.6675,-692.9667,0.1051,238.0193,1.1326,0.2814,0.7667,0.1567
175,-6324.7623,-632.4762,0.0848,250.0974,1.1864,0.2649,0.8122,0.1567
152,-4366.1791,-436.6179,0.1160,237.6692,1.1420,0.2809,0.7689,0.1583
153,-6121.6534,-612.1653,0.1450,220.5562,1.1091,0.3076,0.7048,0.1550
176,-4776.9270,-477.6927,0.1062,240.3883,1.1174,0.2758,0.7778,0.1633
154,-4606.3877,-460.6388,0.1239,231.1144,1.1785,0.2885,0.7433,0.1533
177,-6377.8897,-637.7890,0.0743,255.3265,1.1132,0.2583,0.8315,0.1500
155,-7579.5980,-757.9598,0.0774,252.2127,1.1197,0.2630,0.8189,0.1567
178,-6197.8614,-619.7861,0.0948,246.0847,1.0832,0.2667,0.7981,0.1517
156,-6426.2313,-642.6231,0.1286,227.9875,1.1747,0.2929,0.7315,0.1550
157,-5491.0559,-549.1056,0.0931,242.0436,1.1057,0.2697,0.7800,0.1483
179,-3626.0341,-362.6034,0.1539,211.7803,1.1485,0.3170,0.6696,0.1667
158,-6941.5376,-694.1538,0.0872,245.8452,1.1260,0.2677,0.7948,0.1483
180,-6002.7328,-600.2733,0.0931,244.2258,1.1205,0.2717,0.7896,0.1550
159,-4545.7639,-454.5764,0.1496,224.4545,1.0807,0.2956,0.7230,0.1517
160,-5436.0043,-543.6004,0.0988,240.2033,1.1507,0.2780,0.7741,0.1633
181,-2812.9986,-281.2999,0.1660,209.8947,1.1087,0.3309,0.6656,0.1733
161,-6187.7725,-618.7772,0.1046,235.3413,1.1718,0.2853,0.7548,0.1683
182,-5635.6575,-563.5657,0.0981,242.5525,1.2462,0.2752,0.7841,0.1567
162,-6984.1989,-698.4199,0.0754,253.1530,1.2621,0.2629,0.8222,0.1567
163,-7104.2682,-710.4268,0.0932,241.8569,1.0975,0.2747,0.7796,0.1517
183,-5129.2783,-512.9278,0.0890,249.8795,1.0757,0.2612,0.8130,0.1500
164,-5655.8882,-565.5888,0.0857,246.6760,1.1279,0.2683,0.7978,0.1533
184,-5861.2181,-586.1218,0.0831,248.9258,1.1729,0.2656,0.8067,0.1600
165,-7027.6689,-702.7669,0.0824,253.6717,1.0921,0.2565,0.8270,0.1483
185,-5661.3035,-566.1304,0.0941,240.6382,1.1506,0.2746,0.7744,0.1483
166,-3585.7887,-358.5789,0.1446,224.1808,1.0801,0.3035,0.7204,0.1583
167,-7363.0788,-736.3079,0.0993,236.8607,1.2108,0.2793,0.7596,0.1600
186,-4499.0451,-449.9045,0.1019,242.2619,1.1500,0.2750,0.7844,0.1567
168,-7283.0078,-728.3008,0.1034,240.3633,1.1496,0.2761,0.7763,0.1533
187,-7588.5646,-758.8565,0.1111,231.8693,1.1917,0.2846,0.7419,0.1583
169,-6016.6769,-601.6677,0.0853,244.8370,1.8270,0.2711,0.7896,0.1500
170,-5226.4550,-522.6455,0.1044,242.4226,1.1464,0.2705,0.7859,0.1567
188,-5302.0543,-530.2054,0.1410,220.3446,1.1785,0.3067,0.7026,0.1667
171,-5350.3062,-535.0306,0.0939,243.1198,1.1748,0.2715,0.7852,0.1500
189,-5870.8662,-587.0866,0.0862,246.2418,1.1450,0.2703,0.7959,0.1550
172,-6200.2075,-620.0208,0.1394,226.0807,1.0741,0.2942,0.7270,0.1583
173,-6468.6099,-646.8610,0.1212,230.1497,1.1264,0.2891,0.7378,0.1617
190,-7977.5532,-797.7553,0.1029,239.4441,1.0966,0.2754,0.7722,0.1467
174,-4897.0802,-489.7080,0.1052,238.1434,1.2149,0.2768,0.7670,0.1583
191,-5064.8896,-506.4890,0.0970,243.6568,1.2340,0.2731,0.7885,0.1567
175,-5818.3505,-581.8351,0.0930,246.1845,1.1804,0.2666,0.7981,0.1450
176,-5944.4778,-594.4478,0.0851,245.1814,1.3923,0.2716,0.7911,0.1600
192,-5355.2243,-535.5224,0.1088,238.7511,1.0808,0.2779,0.7715,0.1500
177,-4747.5022,-474.7502,0.1463,224.5323,1.0519,0.2951,0.7222,0.1550
193,-4988.5357,-498.8536,0.1246,228.0440,1.1191,0.2903,0.7304,0.1583
178,-5364.4785,-536.4478,0.0899,244.7061,1.2159,0.2703,0.7907,0.1500
194,-6376.5393,-637.6539,0.0891,245.3573,1.1263,0.2715,0.7933,0.1617
179,-5491.4269,-549.1427,0.1137,236.2222,1.0972,0.2829,0.7622,0.1617
180,-4743.0825,-474.3082,0.1097,239.5645,1.1419,0.2747,0.7748,0.1583
195,-6013.8936,-601.3894,0.0796,255.8643,1.0889,0.2551,0.8356,0.1517
196,-5511.4891,-551.1489,0.0972,243.6038,1.1817,0.2713,0.7885,0.1517
197,-5019.0914,-501.9091,0.0999,241.9047,1.1899,0.2718,0.7819,0.1600
